placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,seq,area,inv,transecto,parcela,distancia,ns,metragem,quadra,recruit,data_morta,altura,altura_1,dap.04,mv.04,obs.04,data04,pq_f4,obs_f4,am_f4,c.05,mv.05,obs.05,pp_ne5,tombada5,am_f5,pq_f5,obs_cic5,qtotal5,data_cic5,c.06,mv.06,obs.06,pp_ne6,am_f6,pq_f6,obs_cic6,data_cic6,qtotal6,data06,dap.07,c.07,mv.07,obs.07,pp_ne7,tombada7,data_c07P,c07P,obs_c07P,c07_CP,am_f7,pq_f7,nova_placa.07,data07,dap.08,c.08,mv.08,obs.08,data08,NA.CORRECAO,Cicat,Rec,c.09,mv.09,obs.09,cicat_c09,recup_c09,am_f9,pq_f9,qt_f9,obs_cic9,data_cic9,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,c.22,mv.22,obs.22,alt22,data22,equipe.22,mv.23,obs.23,data23,equipe.23,dap.24,c.24,mv.24,obs.24,data24,equipe.24
3516,,tento,Ormpar,Ormosia,paraensis Ducke.,Fabaceae,,0.67,2726,1,10a20cm,C,B,5.4,S,874,70,i04,2011,24,24,28.6,v,,01_08_2004,20,,10,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,80,50,,31_07_2007,31,2,v,,10_07_2008,,0,,4,v,,1,1,,,,,,33.3,5,v,,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3517,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2727,1,10a20cm,C,B,-1.3,N,876,71,i04,2012,22,22,27.7,v,,01_08_2004,45,,32,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,40,20,,31_07_2007,28.1,3,v,,10_07_2008,,1,,5,v,,3,2,,,,,,30.6,5,v,,24_06_2010,31.2,1,v,cqct,18_08_2011,,0,m,cqct,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3518,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,2728,1,10a20cm,C,B,-1.6,N,881.7,71,i04,2008,28,28,25.8,v,,01_08_2004,15,,18,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,60,100,,31_07_2007,27,0,m,,10_07_2008,,0,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3519,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2729,1,10a20cm,C,B,-1.7,N,883.3,71,i04,2011,22,22,22.5,v,,01_08_2004,,,,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,80,100,,31_07_2007,21.2,4,v,ne,10_07_2008,,,,4,v,,1,1,,,,,,20,4,v,pp,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
352,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,352,1,10a20cm,F,B,-7,N,926.7,77,i04,2007,25,25,24,v,,01_08_2004,100,,25,3,v,,0,0,,,,,,2,v,,0,,,,,,01_08_2006,,0,m,,0,0,20_09_2007,M,qt,caida,2,100,,31_07_2007,,0,m,cr,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,30_06_2010,,0,m,morta,16_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,14_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3520,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,2730,1,10a20cm,C,B,-9.6,N,881.6,71,i04,2011,30,30,52.2,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,60,100,,31_07_2007,53,2,v,,10_07_2008,,1,,4,v,,2,1,,,,,,53.5,4,v,,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3521,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2731,1,10a20cm,C,B,-9.5,N,885.6,71,i04,2010,14,14,31,v,,01_08_2004,,,,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,80,100,,31_07_2007,22.3,2,v,,10_07_2008,,0,,3,v,tb,2,0,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3522,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,2732,1,10a20cm,C,B,-6.4,N,900.6,71,i04,2011,27,27,28.8,v,,01_08_2004,,,,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,20,30,,31_07_2007,29,3,v,,10_07_2008,,,,3,v,,2,1,,,,,,30.7,4,v,,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3523,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,2733,1,10a20cm,C,B,8.5,S,879,72,i04,2008,24,24,26,v,,01_08_2004,55,,90,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,3,100,,31_07_2007,26,0,m,,10_07_2008,,3,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3524,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,2734,1,10a20cm,C,B,0.9,S,886.5,72,i04,2011,28,28,32.9,v,,01_08_2004,,,,3,v,,0,0,,,,,,2,v,,0,,,,,,01_08_2006,,2,v,,0,0,14_09_2007,V,,empe,20,10,,31_07_2007,33,2,v,,10_07_2008,,,,1,v,cq,0,0,,,,,,32.8,2,v,cq/cr,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3525,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,2735,1,10a20cm,C,B,1.6,S,883,72,i04,2006,17,17,22.5,v,,01_08_2004,,,,4,v,,0,0,,,,,,0,m,,0,,,,,,01_08_2006,,0,m,,0,0,14_09_2007,,,empe,120,100,,31_07_2007,,0,m,,10_07_2008,,0,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3526,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,2736,1,10a20cm,C,B,3.4,S,890.9,72,i04,2010,23,23,24.5,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,1,100,,31_07_2007,25.4,3,v,,10_07_2008,,,,4,v,,2,0,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3527,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,2737,1,10a20cm,C,B,1,S,897.4,72,i04,2011,19,19,23.2,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,10,10,,31_07_2007,24.7,3,v,,10_07_2008,,,,4,v,,0,0,,,,,,25.8,5,v,,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3528,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2738,1,10a20cm,C,B,-1.3,N,903.5,73,i04,2014,14,14,22,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,0,0,,31_07_2007,22.3,4,v,,10_07_2008,,,,5,v,,0,0,,,,,,22.8,5,v,,24_06_2010,22.7,3,v,,18_08_2011,22.6,1,v,cr,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3529,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,2739,1,10a20cm,C,B,-5.4,N,905.4,73,i04,2009,10,10,22,v,,01_08_2004,,,,3,v,cr,0,0,,,,,,3,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,,,empe,0,0,,31_07_2007,22.1,1,v,,10_07_2008,,,,0,m,cr,0,0,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
353,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,353,1,10a20cm,F,B,-3.2,N,940.7,77,i04,2014,23,23,30,v,,01_08_2004,99,,15,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,20_09_2007,V,,empe,10,10,,31_07_2007,32.8,4,v,,10_07_2008,,0,0,4,v,,3,1,,,,,,36.9,4,v,cr,30_06_2010,36.9,3,v,,16_08_2011,36.7,5,v,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,14_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3530,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,2740,1,10a20cm,C,B,-7.4,N,908.4,73,i04,2011,23,23,31.8,v,,01_08_2004,,,,5,v,cr,0,0,,,,,,4,v,cr,0,,,,,,01_08_2006,,5,v,cr,0,0,14_09_2007,V,,empe,0,0,,31_07_2007,32.3,2,v,,10_07_2008,,,,3,v,cr,0,0,,,,,,32.6,4,v,cq/cr,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3531,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,2741,1,10a20cm,C,B,-6,N,911.4,73,i04,2011,19,19,22.3,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,20,10,,31_07_2007,34.2,3,v,,10_07_2008,,,,4,v,,0,0,,,,,,35.5,5,v,,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3532,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,2742,1,10a20cm,C,B,-6,N,911.4,73,i04,2011,19,19,22.3,v,,01_08_2004,,,,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,40,30,,31_07_2007,25.2,3,v,,10_07_2008,,,,4,v,,0,0,,,,,,25.4,5,v,cr,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3533,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2743,1,10a20cm,C,B,-5.4,N,911.4,73,i04,2012,24,24,24.7,v,,01_08_2004,,,,4,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,cr,0,0,14_09_2007,V,,empe,10,10,,31_07_2007,29.3,3,v,,10_07_2008,,,,4,v,,0,0,,,,,,29.2,4,v,cr,24_06_2010,29.2,1,v,cr,18_08_2011,,0,m,cr,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3534,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,2744,1,10a20cm,C,B,-1.5,N,916.2,73,i04,2012,17,17,27.8,v,,01_08_2004,55,,22,4,v,pp,1,0,,,,,,4,v,,0,,,,,,01_08_2006,,4,v,,0,0,14_09_2007,V,,empe,50,100,,31_07_2007,24.2,3,v,,10_07_2008,,,,4,v,,0,0,,,,,,25.2,3,v,,24_06_2010,23.9,2,v,cr,18_08_2011,,0,m,cr,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3535,,xua,Sacgui,Sacoglottis,guianensis Benth. Var. guianensis,Humiriaceae,,0.84,2745,1,10a20cm,C,B,1.9,S,901.4,74,i04,2012,25,25,36.9,v,,01_08_2004,60,,34,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,90,70,,31_07_2007,39,4,v,,10_07_2008,,,,5,v,,0,0,,,,,,40.2,5,v,,24_06_2010,40.3,2,v,,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3536,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2746,1,10a20cm,C,B,1,S,912.8,74,i04,2012,15,15,20.5,v,,01_08_2004,,,,4,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,4,v,,0,0,14_09_2007,V,,empe,60,100,,31_07_2007,20.3,3,v,,10_07_2008,,,,4,v,,1,1,,,,,,20.9,4,v,,24_06_2010,20.2,1,v,cr,18_08_2011,,0,m,cr,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3537,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,2747,1,10a20cm,C,B,4.2,S,915.2,74,i04,2014,30,30,60.2,v,,01_08_2004,98,,50,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,90,100,,31_07_2007,64.1,4,v,,10_07_2008,,,,5,v,,2,1,,,,,,65.8,5,v,,24_06_2010,65.7,3,v,,18_08_2011,65.5,3,v,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3538,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,2748,1,10a20cm,C,B,6,S,920,74,i04,2011,19,19,21.7,v,,01_08_2004,100,,25,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,4,v,cr,0,0,14_09_2007,V,,empe,1,80,,31_07_2007,22.5,2,v,,10_07_2008,,,,4,v,,1,1,,,,,,24.2,4,v,cr,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3539,,cuiarana,Tertet,Terminalia,tetraphylla (Aublet) Howard,Combretaceae,,0.72,2749,1,10a20cm,C,B,0.4,S,921.6,74,i04,2014,32,32,43.2,v,,01_08_2004,,,,5,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,80,80,,31_07_2007,46.4,4,v,,10_07_2008,,,,5,v,,1,1,,,,,,47.7,4,v,,24_06_2010,48.3,1,v,cr,18_08_2011,49,1,v,cr,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
354,,macucurana,Licegl,Moquilea,egleri (Prance) Sothers & Prance,Chrysobalanaceae,,0.83,354,1,10a20cm,F,B,-9.2,N,949,77,i04,2022,11,11,30.4,v,,01_08_2004,55,,100,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,20_09_2007,V,,empe,60,100,,31_07_2007,31.6,4,v,,10_07_2008,,0,0,5,v,,,,,,,,,32.5,4,v,,30_06_2010,34,5,v,,16_08_2011,36.1,3,v,,20_06_2012,34.4,3,v,,08_10_2014,34.8,5,v,,14_06_2016,35.1,3,v,,18_06_2018,,0,m,morta,,07_07_2022,Santarem_Ebis_Antonio,,,,,,0,m,,10_06_2024,
3540,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,2750,1,10a20cm,C,B,-8.4,N,927.9,75,i04,2008,13,13,20.5,v,,01_08_2004,45,,50,5,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,cr,0,0,14_09_2007,V,,empe,1,100,,31_07_2007,20.6,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3541,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,2751,1,10a20cm,C,B,-7.2,N,932.6,75,i04,2008,24,24,29.6,v,,01_08_2004,25,,36,5,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,60,100,,31_07_2007,31.6,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3542,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,2752,1,10a20cm,C,B,-2.9,N,943.6,75,i04,2010,35,35,52.6,v,,01_08_2004,,,,2,v,,0,0,,,,,,2,v,cr,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,180,100,,31_07_2007,52.9,1,v,,10_07_2008,,,,2,v,,2,1,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3543,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,2753,1,10a20cm,C,B,1.8,S,926.4,76,i04,2008,17,17,20,v,,01_08_2004,30,,12,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,4,v,cq,0,0,14_09_2007,V,,empe,1,100,,31_07_2007,20.7,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3544,,marupa,Simama,Simarouba,amara Aubl.,Simarubaceae,,,2754,1,10a20cm,C,B,7.5,S,927.2,76,i04,2011,25,25,40.2,v,,01_08_2004,50,,26,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,130,100,,31_07_2007,41.9,3,v,,10_07_2008,,,,5,v,,3,2,,,,,,44.1,5,v,,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3545,,miraoba_folha_grande,Moubra,Mouriri,brachyanthera Ducke,Memecylaceae,,0.838461538,2755,1,10a20cm,C,B,1.5,S,929.5,76,i04,2005,13,13,23.4,v,,01_08_2004,,,,0,m,,0,0,,,,,,0,m,,0,,,,,,01_08_2006,,0,m,,0,0,14_09_2007,M,,empe,60,10,,31_07_2007,23,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3546,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,2756,1,10a20cm,C,B,-4.7,N,969.7,77,i04,2004,3,3,26.4,m,,01_08_2004,,,,0,m,,0,0,,,,,,0,m,,0,,,,,,01_08_2006,,0,m,,0,0,14_09_2007,M,qt,,,,,31_07_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3547,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,2757,1,10a20cm,C,B,-4,N,966.7,77,i04,2008,29,29,33.5,v,,01_08_2004,20,,20,4,v,,0,0,,,,,,3,v,,0,,,,,,01_08_2006,,4,v,,0,0,14_09_2007,V,,empe,90,100,,31_07_2007,34.5,0,m,,10_07_2008,,1,1,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3548,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,2758,1,10a20cm,C,B,-6.6,N,967.7,77,i04,2008,15,15,24.5,v,,01_08_2004,45,,20,3,v,,0,0,,,,,,3,v,cq,0,,,,,,01_08_2006,,4,v,,0,0,14_09_2007,V,,empe,2,100,,31_07_2007,25.1,0,m,,10_07_2008,,0,0,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3549,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,2759,1,10a20cm,C,B,-6.6,N,968.4,77,i04,2008,27,27,31.8,v,,01_08_2004,100,,350,2,v,,0,0,,,,,,1,v,,0,,,,,,01_08_2006,,1,v,,0,0,14_09_2007,M,qt,,,,,31_07_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
355,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,355,1,10a20cm,F,B,4.9,S,935.1,78,i04,2022,14,14,20.7,v,,01_08_2004,5,,15,5,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,4,v,,0,0,20_09_2007,V,,empe,60,10,,31_07_2007,22.6,4,v,,10_07_2008,,0,0,5,v,,4,4,,,,,,23.9,4,v,cr,30_06_2010,24.5,4,v,,16_08_2011,25,4,v,,20_06_2012,25.2,2,v,,08_10_2014,25.1,2,v,,14_06_2016,25.3,2,v,cqcr,18_06_2018,,0,m,morta,,07_07_2022,Santarem_Ebis_Antonio,,,,,,0,m,,10_06_2024,
3550,,muuba,Belgro,Bellucia,grossularioides (L.) Triana,Melastomataceae,,0.61,2760,1,10a20cm,C,B,-2.8,N,972.2,77,i04,2008,21,21,25.1,v,,01_08_2004,100,,22,4,v,,0,0,,,,,,4,v,,0,,,,,,01_08_2006,,5,v,,0,0,14_09_2007,V,,empe,20,20,,31_07_2007,26.4,0,m,,10_07_2008,,0,0,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3551,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,2761,1,10a20cm,C,B,7.2,S,962.8,78,i04,2007,31,31,28.4,v,,01_08_2004,45,,42,5,v,,0,0,,,,,,3,v,,0,,,,,,01_08_2006,,0,m,,0,0,14_09_2007,M,qt,,,,,31_07_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
3552,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,2762,1,10a20cm,C,B,7.4,S,967,78,i04,2008,25,25,33.6,v,parcialmente morta,01_08_2004,100,,60,5,v,,0,0,,,,,,5,v,,0,,,,,,01_08_2006,,4,v,,0,0,14_09_2007,V,,empe,150,100,,31_07_2007,,0,m,,10_07_2008,,,,0,m,,,,,,,,,,0,m,m,24_06_2010,,0,m,morta,18_08_2011,,0,m,,20_06_2012,,0,m,morta,08_10_2014,,0,m,morta,09_06_2016,,0,m,,18_06_2018,,0,m,,,01_07_2022,,,,,,,0,m,,10_06_2024,
